"","USFS.Unit.Number","Plot.ID","X2013.Plot.Tree..","Unique.Tree.ID","X2013.DBH","X2013.FIA.Species.Code","X2013.Height","X2013.Live.Crown.Ratio","X2019.Plot.Tree..","Unique.Tree.ID.1","Dead.","X2019.DBH","X2019.FIA.Species.Code","X2019.Height","X2019.Live.Crown.Ratio","X2021.Plot.Tree..","Unique.Tree.ID.2","Dead..","X2021.DBH","X2021.FIA.Species.Code","X2021.Height","X2021.Live.Crown.Ratio","X2022.Plot.Tree..","Unique.Tree.ID.3","Dead..1","X2022.DBH","X2022.FIA.Species.Code","X2022.Height","X2022.Live.Crown.Ratio","X","Species13","Species19","Species21","Species22"
"1099","6","505'",NA,"",NA,"",NA,NA,1,1298,"",39.5,"122",24.5,19.5,1,2438,"",39.6,"122",34.1,25.7,1,2885,"Y","79.9","202",18.50447548,NA,NA,"","PP","PP","DF"
"1100","6","505'",NA,"",NA,"",NA,NA,2,1299,"",67.5,"117",29.8,23.6,2,2439,"",54.3,"117",19.4,10.8,2,2886,"Y","40.6","122",24.64878891,NA,NA,"","SP","SP","PP"
"1101","6","505'",NA,"",NA,"",NA,NA,3,1300,"",53.25,"117",22.2,10.6,3,2440,"",33.9,"122",16.6,9.8,3,2887,"Y","51.1","117",22.94732972,NA,NA,"","SP","PP","SP"
"1102","6","505'",NA,"",NA,"",NA,NA,4,1301,"",19.5,"122",16.6,8.6,4,2441,"",30,"122",15.7,8.7,4,2888,"Y","34","122",23.11481535,NA,NA,"","PP","PP","PP"
"1103","6","505'",NA,"",NA,"",NA,NA,5,1302,"",29.5,"122",20.2,14.2,5,2442,"",51,"202",20.4,17.7,5,2889,"Y","27.4","122",25.35658909,NA,NA,"","PP","DF","PP"
"1104","6","505'",NA,"",NA,"",NA,NA,6,1303,"",52,"122",25.8,22.4,6,2443,"",43.7,"202",20.6,17.5,6,2890,"Y","52","202",26.85153045,NA,NA,"","PP","DF","DF"
"1105","6","505'",NA,"",NA,"",NA,NA,7,1304,"",21,"202",10.6,7.3,7,2444,"",28,"122",17.5,11.7,7,2891,"Y","45.9","202",22.52204687,NA,NA,"","DF","PP","DF"
"1106","6","505'",NA,"",NA,"",NA,NA,8,1305,"",43,"202",21.5,17.2,8,2445,"",84.8,"202",21.7,20,8,2892,"Y","25","117",20.81901194,NA,NA,"","DF","DF","SP"
"1107","6","505'",NA,"",NA,"",NA,NA,9,1306,"",21,"202",11.7,5,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1108","6","505'",NA,"",NA,"",NA,NA,10,1307,"",13,"122",9.6,5.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1109","6","505'",NA,"",NA,"",NA,NA,11,1308,"",87.5,"202",17.8,12.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1110","6","505'",NA,"",NA,"",NA,NA,12,1309,"",22,"202",12.1,6.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1111","6","505'",NA,"",NA,"",NA,NA,13,1310,"",13,"202",8.2,6.2,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1112","5","506'",NA,"",NA,"",NA,NA,1,1311,"",41.5,"202",11.1,10,1,2446,"",56.8,"117",24.3,22.5,1,2893,"Y","14.3","818",3.052843271,NA,NA,"","DF","SP","BO"
"1113","5","506'",NA,"",NA,"",NA,NA,2,1312,"",57.5,"117",17.2,11.8,2,2447,"",24.4,"202",12.7,12.4,2,2894,"Y","42.6","202",20.07443869,NA,NA,"","SP","DF","DF"
"1114","5","506'",NA,"",NA,"",NA,NA,3,1313,"",49.5,"117",18.2,12.8,3,2448,"",11,"818",5.3,4.1,3,2895,"Y","55.3","116",23.09183959,NA,NA,"","SP","BO","JP"
"1115","5","506'",NA,"",NA,"",NA,NA,4,1314,"",54.5,"117",15.9,11.1,4,2449,"",48,"117",24.9,22.6,4,2896,"Y","23.9","202",12.91208948,NA,NA,"","SP","SP","DF"
"1116","5","506'",NA,"",NA,"",NA,NA,5,1315,"",20.5,"122",7.6,5.5,5,2450,"",54.7,"117",21.8,21.8,5,2897,"Y","11","818",2.815012231,NA,NA,"","PP","SP","BO"
"1117","5","506'",NA,"",NA,"",NA,NA,6,1316,"",14.5,"202",9,7,6,2451,"",11.6,"818",4.8,4.3,6,2898,"Y","51.1","116",25.37602206,NA,NA,"","DF","BO","JP"
"1118","5","506'",NA,"",NA,"",NA,NA,7,1317,"",10.5,"818",4.1,3.4,7,2452,"",10.2,"818",3.8,3.1,7,2899,"Y","46.1","116",26.0021611,NA,NA,"","BO","BO","JP"
"1119","5","506'",NA,"",NA,"",NA,NA,8,1318,"",10.5,"818",4.1,3.5,8,2453,"",10,"818",4,3.1,8,2900,"Y","11.4","818",3.04648154,NA,NA,"","BO","BO","BO"
"1120","5","506'",NA,"",NA,"",NA,NA,9,1319,"",14,"818",3.4,1.4,9,2454,"",17.8,"818",5.6,5.6,9,2901,"Y","18.1","818",4.750665632,NA,NA,"","BO","BO","BO"
"1121","5","506'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,10,2455,"",16.3,"818",5.2,4.5,10,2902,"Y","16","818",5.120496559,NA,NA,"","","BO","BO"
"1122","5","506'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,2456,"",13.8,"818",3.2,2.5,NA,NA,"","","",NA,NA,NA,"","","BO",""
"1123","5","506'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2457,"",41.4,"202",19.9,19.1,NA,NA,"","","",NA,NA,NA,"","","DF",""
"1124","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,1,2903,"","32.6","202",28.08768864,19.1,NA,"","","","DF"
"1125","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,2,2904,"","36.7","202",21.74754948,12.4,NA,"","","","DF"
"1126","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,3,2905,"","35.5","202",17.37673331,11.2,NA,"","","","DF"
"1127","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,4,2906,"Y","15.4","202",7.999429281,NA,NA,"","","","DF"
"1128","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,5,2907,"Y","22.3","202",9.796511886,NA,NA,"","","","DF"
"1129","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,6,2908,"","53.2","202",19.16185249,10.6,NA,"","","","DF"
"1130","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,7,2909,"Y","14.4","202",10.67338067,NA,NA,"","","","DF"
"1131","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,8,2910,"Y","22.8","202",10.98918662,NA,NA,"","","","DF"
"1132","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,9,2911,"Y","24.5","202",12.3666581,NA,NA,"","","","DF"
"1133","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,10,2912,"Y","15","202",7.117618286,NA,NA,"","","","DF"
"1134","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,2913,"Y","11","202",6.173691719,NA,NA,"","","","DF"
"1135","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2914,"Y","14.5","818",5.542677684,NA,NA,"","","","BO"
"1136","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2915,"Y","14","202",6.406666567,NA,NA,"","","","DF"
"1137","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,14,2916,"Y","36.1","202",17.24143915,NA,NA,"","","","DF"
"1138","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,15,2917,"Y","22.7","202",6.703890566,NA,NA,"","","","DF"
"1139","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,16,2918,"Y","16.2","202",17.36001926,NA,NA,"","","","DF"
"1140","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,17,2919,"Y","10","202",6.248423624,NA,NA,"","","","DF"
"1141","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,18,2920,"Y","16.4","202",18.02084808,NA,NA,"","","","DF"
"1142","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,19,2921,"Y","26.5","202",17.6709287,NA,NA,"","","","DF"
"1143","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,20,2922,"","31.7","202",17.74445021,8.1,NA,"","","","DF"
"1144","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,21,2923,"Y","33.8","202",17.78641762,NA,NA,"","","","DF"
"1145","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,22,2924,"Y","24.6","202",17.15482909,NA,NA,"","","","DF"
"1146","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,23,2925,"Y","36.5","202",15.17254046,NA,NA,"","","","DF"
"1147","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,24,2926,"Y","10.4","202",5.867120966,NA,NA,"","","","DF"
"1148","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,25,2927,"","41.7","202",18.82454979,13.4,NA,"","","","DF"
"1149","5","506 C-1",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,26,2928,"","13.5","202",6.151388198,4.4,NA,"","","","DF"
"1150","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,1,2929,"Y","14.1","202",11.99850381,NA,NA,"","","","DF"
"1151","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,2,2930,"Y","20.5","202",10.50571905,NA,NA,"","","","DF"
"1152","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,3,2931,"Y","11.3","202",8.067403129,NA,NA,"","","","DF"
"1153","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,4,2932,"Y","45","202",23.18229287,NA,NA,"","","","DF"
"1154","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,5,2933,"Y","35.3","202",10.98032816,NA,NA,"","","","DF"
"1155","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,6,2934,"Y","23.9","202",13.90136821,NA,NA,"","","","DF"
"1156","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,7,2935,"","28","202",11.67931936,4.2,NA,"","","","DF"
"1157","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,8,2936,"Y","12.5","81",6.986082171,NA,NA,"","","","IC"
"1158","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,9,2937,"Y","18.7","202",11.01461228,NA,NA,"","","","DF"
"1159","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,10,2938,"","18.4","202",11.42023733,3.8,NA,"","","","DF"
"1160","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,2939,"","22.9","202",13.44631079,5.8,NA,"","","","DF"
"1161","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2940,"Y","12","202",10.11733467,NA,NA,"","","","DF"
"1162","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2941,"","41.1","202",22.49263315,10.1,NA,"","","","DF"
"1163","5","506 C-2",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,14,2942,"","67.4","202",28.387046,12.6,NA,"","","","DF"
"1164","1A","508'",NA,"",NA,"",NA,NA,1,1320,"",14,"117",8.5,3.4,1,2458,"",23,"122",13.7,6.6,1,2943,"Y","23.5","818",9.127755839,NA,NA,"","SP","PP","BO"
"1165","1A","508'",NA,"",NA,"",NA,NA,2,1321,"",31,"117",14,6.3,2,2459,"",30.9,"117",14.1,7.5,2,2944,"Y","27","818",9.700767514,NA,NA,"","SP","SP","BO"
"1166","1A","508'",NA,"",NA,"",NA,NA,3,1322,"",9.5,"117",8.6,2.2,3,2460,"",39,"117",15.1,8.2,3,2945,"Y","10.1","202",10.08979996,NA,NA,"","SP","SP","DF"
"1167","1A","508'",NA,"",NA,"",NA,NA,4,1323,"",39,"117",16.2,6.3,4,2461,"",18.1,"805",8.4,7.9,4,2946,"Y","12","818",7.983059439,NA,NA,"","SP","805","BO"
"1168","1A","508'",NA,"",NA,"",NA,NA,5,1324,"",30.5,"122",15.1,6.8,5,2462,"",25.2,"805",9.5,8.1,5,2947,"Y","13","818",2.73104665,NA,NA,"","PP","805","BO"
"1169","1A","508'",NA,"",NA,"",NA,NA,6,1325,"",18.5,"818",8.8,5.2,6,2463,"",19.4,"805",8,6.9,6,2948,"Y","18.5","122",14.33916551,NA,NA,"","BO","805","PP"
"1170","1A","508'",NA,"",NA,"",NA,NA,7,1326,"",44.5,"202",17.9,13,7,2464,"",14,"805",7.6,7.4,7,2949,"Y","21","122",11.44317463,NA,NA,"","DF","805","PP"
"1171","1A","508'",NA,"",NA,"",NA,NA,8,1327,"",24.5,"818",9.4,7.4,8,2465,"",13.9,"805",8.5,8.2,8,2950,"Y","15.2","818",7.3780817,NA,NA,"","BO","805","BO"
"1172","1A","508'",NA,"",NA,"",NA,NA,9,1328,"",20,"818",8.2,7,9,2466,"",11.7,"805",6.5,5.5,9,2951,"Y","31.8","202",12.53797241,NA,NA,"","BO","805","DF"
"1173","1A","508'",NA,"",NA,"",NA,NA,10,1329,"",29,"818",8.9,7.7,10,2467,"",23.2,"122",13.6,11,10,2952,"Y","37","122",18.46777269,NA,NA,"","BO","PP","PP"
"1174","1A","508'",NA,"",NA,"",NA,NA,11,1330,"",25,"818",9.3,6.2,11,2468,"",15.5,"805",6.5,6.5,11,2953,"Y","34","122",16.4897419,NA,NA,"","BO","805","PP"
"1175","1A","508'",NA,"",NA,"",NA,NA,12,1331,"",12.25,"818",4,2.7,12,2469,"",10.3,"805",4.9,3.4,12,2954,"Y","21.5","122",20.41615797,NA,NA,"","BO","805","PP"
"1176","1A","508'",NA,"",NA,"",NA,NA,13,1332,"",23.5,"122",17.3,10.6,13,2470,"",23.2,"117",12,9.4,13,2955,"Y","25.5","202",14.97200834,NA,NA,"","PP","SP","DF"
"1177","1A","508'",NA,"",NA,"",NA,NA,14,1333,"",44,"202",20,15.9,14,2471,"",31.4,"202",15.2,10.7,14,2956,"Y","36","122?",15.20619419,NA,NA,"","DF","DF","122?"
"1178","1A","508'",NA,"",NA,"",NA,NA,15,1334,"",17.5,"818",6.1,4.7,NA,NA,"",NA,"",NA,NA,15,2957,"Y","15.7","818",9.353346191,NA,NA,"","BO","","BO"
"1179","1A","508'",NA,"",NA,"",NA,NA,16,1335,"",24,"202",10.1,2.7,NA,NA,"",NA,"",NA,NA,16,2958,"Y","22.2","818",9.24245026,NA,NA,"","DF","","BO"
"1180","1A","508'",NA,"",NA,"",NA,NA,17,1336,"",11.5,"818",4.9,3.4,NA,NA,"",NA,"",NA,NA,17,2959,"Y","17","818",6.880053198,NA,NA,"","BO","","BO"
"1181","1A","508'",NA,"",NA,"",NA,NA,18,1337,"",16,"202",9.4,3,NA,NA,"",NA,"",NA,NA,18,2960,"Y","25.5","122",13.9829703,NA,NA,"","DF","","PP"
"1182","1A","508'",NA,"",NA,"",NA,NA,19,1338,"",31.5,"202",19.7,9.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1183","1A","508'",NA,"",NA,"",NA,NA,20,1339,"",19,"202",14.3,6.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1184","1A","508'",NA,"",NA,"",NA,NA,21,1340,"",22.5,"202",18,6.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1185","1A","508'",NA,"",NA,"",NA,NA,22,1341,"",38.5,"117",13.3,3.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"1186","1A","508'",NA,"",NA,"",NA,NA,23,1342,"",35,"117",16.1,9.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","SP","",""
"1187","1A","508'",NA,"",NA,"",NA,NA,24,1343,"",24,"122",20,10.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1188","1A","508'",NA,"",NA,"",NA,NA,25,1344,"",13,"202",14.9,5.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1189","1A","509'",NA,"",NA,"",NA,NA,1,1345,"",88,"81",30,22.9,1,2472,"",88.5,"081",30.9,23.7,1,2961,"","19.9","122",20.60457147,13.8,NA,"","IC","IC","PP"
"1190","1A","509'",NA,"",NA,"",NA,NA,2,1346,"",20,"122",18.6,9.7,2,2473,"",16.7,"202",16.7,5.6,2,2962,"Y","16.7","202?",21.39230035,NA,NA,"","PP","DF","202?"
"1191","1A","509'",NA,"",NA,"",NA,NA,3,1347,"",36,"122",26.1,15.8,3,2474,"",18.7,"122",18.9,13.1,3,2963,"","19.2","122",20.26144425,12,NA,"","PP","PP","PP"
"1192","1A","509'",NA,"",NA,"",NA,NA,4,1348,"",21.5,"202",21,11.4,4,2475,"",23.7,"202",19.5,13.4,4,2964,"","90.1","81",33.71138934,29.5,NA,"","DF","DF","IC"
"1193","1A","509'",NA,"",NA,"",NA,NA,5,1349,"",29.5,"122",20,9.6,5,2476,"",20.5,"122",18.8,10.4,5,2965,"","28","202",22.89928266,15.2,NA,"","PP","PP","DF"
"1194","1A","509'",NA,"",NA,"",NA,NA,6,1350,"",22,"202",19.8,12.7,6,2477,"",37.3,"122",22,13.7,6,2966,"","40","122",25.30809972,16.8,NA,"","DF","PP","PP"
"1195","1A","509'",NA,"",NA,"",NA,NA,7,1351,"",26.5,"202",22.5,11.3,7,2478,"",21.4,"202",20.1,11.8,7,2967,"","17.7","202",16.75802746,9.7,NA,"","DF","DF","DF"
"1196","1A","509'",NA,"",NA,"",NA,NA,8,1352,"",38,"122",25.9,15.9,8,2479,"",19.5,"202",18.1,7.8,8,2968,"","25.3","122",21.73471489,14,NA,"","PP","DF","PP"
"1197","1A","509'",NA,"",NA,"",NA,NA,9,1353,"",18,"122",18.1,8.3,9,2480,"",19.8,"202",18.8,10.1,9,2969,"","26.5","122",24.97455619,16.8,NA,"","PP","DF","PP"
"1198","1A","509'",NA,"",NA,"",NA,NA,10,1354,"",18.5,"202",17.9,7,10,2481,"",30.6,"122",18.4,6.7,10,2970,"","27.9","122",14.9397878,7.8,NA,"","DF","PP","PP"
"1199","1A","509'",NA,"",NA,"",NA,NA,11,1355,"",18.5,"202",15.8,8.5,11,2482,"",20.2,"202",15.9,11.9,11,2971,"","26.9","202",22.68735303,15,NA,"","DF","DF","DF"
"1200","1A","509'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2483,"",22.2,"202",18.8,14.1,12,2972,"","23.1","202",25.05061897,16.1,NA,"","","DF","DF"
"1201","1A","509'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2484,"",27.5,"202",22.4,15.6,13,2973,"","19.6","122",24.15660059,14.9,NA,"","","DF","PP"
"1202","1A","509'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,14,2485,"",39.1,"122",25.5,18.3,14,2974,"","37.9","117",5.895060807,4.5,NA,"","","PP","SP"
"1203","1A","509'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,15,2486,"",18,"202",16,8.5,NA,NA,"","","",NA,NA,NA,"","","DF",""
"1204","1A","509'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,16,2487,"",25.6,"122",19.8,10.4,NA,NA,"","","",NA,NA,NA,"","","PP",""
"1205","1A","509'",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,17,2488,"",26.4,"122",21.4,12.5,NA,NA,"","","",NA,NA,NA,"","","PP",""
"1206","","600",NA,"",NA,"",NA,NA,1,1356,"",42,"202",26.8,20.4,1,2489,"",42.7,"202",47.3,42.8,NA,NA,"","","",NA,NA,NA,"","DF","DF",""
"1207","","600",NA,"",NA,"",NA,NA,2,1357,"",105.5,"122",46.1,24.1,2,2490,"",36.5,"202",33.1,32.3,NA,NA,"","","",NA,NA,NA,"","PP","DF",""
"1208","","600",NA,"",NA,"",NA,NA,3,1358,"",92,"122",47.1,25.9,3,2491,"",70.2,"122",43.1,31.7,NA,NA,"","","",NA,NA,NA,"","PP","PP",""
"1209","","600",NA,"",NA,"",NA,NA,4,1359,"",36,"202",35.7,22.7,4,2492,"",16.1,"202",14.2,13.6,NA,NA,"","","",NA,NA,NA,"","DF","DF",""
"1210","","600",NA,"",NA,"",NA,NA,5,1360,"",71.5,"122",38.1,20.7,5,2493,"",92.4,"122",45.2,36.1,NA,NA,"","","",NA,NA,NA,"","PP","PP",""
"1211","","600",NA,"",NA,"",NA,NA,6,1361,"",82.5,"202",39.6,24,6,2494,"",33.5,"202",29,27.7,NA,NA,"","","",NA,NA,NA,"","DF","DF",""
"1212","","600",NA,"",NA,"",NA,NA,7,1362,"",16,"202",12.1,7.1,7,2495,"",35.2,"202",31.6,23,NA,NA,"","","",NA,NA,NA,"","DF","DF",""
"1213","","600",NA,"",NA,"",NA,NA,8,1363,"",92,"122",45.7,20.9,8,2496,"",50.1,"202",38.3,28.3,NA,NA,"","","",NA,NA,NA,"","PP","DF",""
"1214","","600",NA,"",NA,"",NA,NA,9,1364,"",33.5,"202",29.5,18.7,9,2497,"",36.4,"202",35.4,29.2,NA,NA,"","","",NA,NA,NA,"","DF","DF",""
"1215","","600",NA,"",NA,"",NA,NA,10,1365,"",33.5,"202",27.1,10.4,10,2498,"",41.8,"202",38.4,34.1,NA,NA,"","","",NA,NA,NA,"","DF","DF",""
"1216","","600",NA,"",NA,"",NA,NA,11,1366,"",53,"202",34.4,15.1,11,2499,"",62.6,"202",39.4,32.2,NA,NA,"","","",NA,NA,NA,"","DF","DF",""
"1217","","600",NA,"",NA,"",NA,NA,12,1367,"",24,"202",23,11.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1218","","600",NA,"",NA,"",NA,NA,13,1368,"",35.5,"202",31.9,12,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1219","","600",NA,"",NA,"",NA,NA,14,1369,"",50,"202",36.8,14.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1220","","600",NA,"",NA,"",NA,NA,15,1370,"",41,"202",32.1,19.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1221","","600",NA,"",NA,"",NA,NA,16,1371,"",61,"202",37.6,16.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1222","","600",NA,"",NA,"",NA,NA,17,1372,"",20.25,"202",19,5.7,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1223","","600",NA,"",NA,"",NA,NA,18,1373,"",21,"202",22,6.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1224","","601",NA,"",NA,"",NA,NA,1,1374,"",38.5,"122",17.7,10.9,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1225","","601",NA,"",NA,"",NA,NA,2,1375,"",22,"122",11.4,6.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1226","","601",NA,"",NA,"",NA,NA,3,1376,"",30,"202",13,10.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","DF","",""
"1227","","601",NA,"",NA,"",NA,NA,4,1377,"",32.5,"122",11.2,7.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","PP","",""
"1228","","601",NA,"",NA,"",NA,NA,5,1378,"",23,"818",5.3,4.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1229","","601",NA,"",NA,"",NA,NA,6,1379,"",23,"818",5,4.3,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1230","","601",NA,"",NA,"",NA,NA,7,1380,"",27.5,"818",7.4,6.4,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"","BO","",""
"1231","","602",NA,"",NA,"",NA,NA,1,1381,"",125,"117",32.4,23.1,1,2500,"",12.3,"117",30.7,28,NA,NA,"","","",NA,NA,NA,"","SP","SP",""
"1232","","602",NA,"",NA,"",NA,NA,2,1382,"",21,"122",6.6,4.8,2,2501,"",15.3,"818",4.6,4.3,NA,NA,"","","",NA,NA,NA,"","PP","BO",""
"1233","","602",NA,"",NA,"",NA,NA,3,1383,"",82,"117",31.4,24.1,3,2502,"",14.9,"818",4.2,4.1,NA,NA,"","","",NA,NA,NA,"","SP","BO",""
"1234","","602",NA,"",NA,"",NA,NA,4,1384,"",76.5,"117",28.5,19.9,4,2503,"",20.2,"122",6.6,6.3,NA,NA,"","","",NA,NA,NA,"","SP","PP",""
"1235","","602",NA,"",NA,"",NA,NA,5,1385,"",53,"202",18.5,15.4,5,2504,"",82.4,"117",28.3,24.8,NA,NA,"","","",NA,NA,NA,"","DF","SP",""
